doc_name,doc_data
ARRÊTÉ n° — Arrêté du 25 Dhou El Kaâda 1445 correspondant au 2 juin 2024 portant constitution des commissions administratives paritaires compétentes à l'égard des fonctionnaires de l'administration centrale du ministère de l'industrie et de la production pharmaceutique.,2024-06-02
ARRÊTÉ n° — Arrêté du 19 Chaoual 1445 correspondant au 28 avril 2024 modifiant l'arrêté du 17 Joumada El Oula 1444 correspondant au 11 décembre 2022 portant nomination des membres du conseil d'administration de la société des courses hippiques et du pari mutuel.,2024-04-28
ARRÊTÉ n° — Arrêté du 23 Chaoual 1445 correspondant au 2 mai 2024 modifiant l'arrêté du 6 Dhou El Kaâda 1443 correspondant au 6 juin 2022 portant nomination des membres du conseil d'administration de la chambre nationale d'agriculture.,2024-05-02
ARRÊTÉ n° — Arrêté du 6 Dhou El Hidja 1445 correspondant au 12 juin 2024 portant nomination des membres du conseil d'administration de l'office national des terres agricoles.,2024-06-12
ARRÊTÉ n° — Arrêté du 23 Dhou El Hidja 1445 correspondant au 29 juin 2024 modifiant l'arrêté du 22 Rabie El Aouel 1445 correspondant au 8 octobre 2023 portant désignation des membres de la commission sectorielle des marchés du ministère de l'agriculture et du développement rural.,2024-06-29
ARRÊTÉ n° — Arrêté du 26 Dhou El Hidja 1445 correspondant au 2 juillet 2024 modifiant l'arrêté du 25 Rabie Ethani 1443 correspondant au 30 novembre 2021 portant désignation des membres du comité national de prévention et de lutte contre les zoonoses.,2024-07-02
ARRÊTÉ n° — Arrêté du 7 Moharram 1446 correspondant au 13 juillet 2024 modifiant l'arrêté du 25 Joumada El Oula 1443 correspondant au 30 décembre 2021 portant nomination des membres du conseil d'administration de l'office algérien interprofessionnel des céréales (OAIC).,2024-07-13
"Décret présidentiel n° 24-268 — portant ratification de la convention relative à l'extradition entre la République algérienne démocratique et populaire et la Fédération de Russie, signée à Moscou, le 15 juin 2023.",2024-08-07
Décret présidentiel — mettant fin aux fonctions d'un membre de l'autorité nationale de protection des données à caractère personnel.,2024-08-07
Décret présidentiel — portant nomination d'un chef d'études aux services du médiateur de la République.,2024-08-07
Décret présidentiel — portant nomination de chargés d'études et de synthèse au ministère des affaires étrangères et de la communauté nationale à l'étranger.,2024-08-07
Décret présidentiel — portant nomination de chefs de services au Conseil d'Etat.,2024-08-07
Décret présidentiel — portant nomination d'un membre de l'autorité nationale de protection des données à caractère personnel.,2024-08-07
"Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts.",2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'école de formation technique de pêche et d'aquaculture d'El Kala.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'école de formation technique de pêche et d'aquaculture de Béni Saf.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'école de formation technique de pêche et d'aquaculture de Annaba.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'école de formation technique de pêche et d'aquaculture de Cherchell.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'école de formation technique de pêche et d'aquaculture de Ghazaouet.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'institut de technologie des pêches et de l'aquaculture de Collo.,2024-07-21
Arrêté — portant désignation des membres du conseil d'orientation de l'institut de technologie des pêches et de l'aquaculture d'Oran.,2024-07-21
DÉCRET PRÉSIDENTIEL n° 24-254 — portant transfert de crédits au titre du budget de l'Etat.,2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-255 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-256 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des affaires étrangères et de la communauté nationale à l'étranger.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-257 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des affaires étrangères et de la communauté nationale à l'étranger.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-258 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des affaires étrangères et de la communauté nationale à l'étranger.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-259 — portant transfert de crédits ouverts, au titre du budget de l'Etat, mis à la disposition du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-260 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'énergie et des mines.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-261 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des moudjahidine et des ayants-droit.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-262 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'éducation nationale.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-263 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'enseignement supérieur et de la recherche scientifique.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-264 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de la jeunesse et des sports.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-265 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'agriculture et du développement rural.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-266 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'hydraulique.",2024-08-07
"DÉCRET PRÉSIDENTIEL n° 24-267 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'hydraulique.",2024-08-07
"DÉCRET PRÉSIDENTIEL — du 2 Safar 1446 correspondant au 7 août 2024 mettant fin aux fonctions du secrétaire exécutif du comité interministériel de suivi de la mise en œuvre de la convention sur l'interdiction de l'emploi, du stockage, de la production et du transfert des mines antipersonnel et sur leur destruction.",2024-08-07
DÉCRET PRÉSIDENTIEL — du 2 Safar 1446 correspondant au 7 août 2024 mettant fin aux fonctions du procureur général militaire près la Cour d'appel militaire d'Oran/2ème région militaire.,2024-08-07
"DÉCRET PRÉSIDENTIEL — du 2 Safar 1446 correspondant au 7 août 2024 portant nomination du secrétaire exécutif du comité interministériel de suivi de la mise en œuvre de la convention sur l'interdiction de l'emploi, du stockage, de la production et du transfert des mines antipersonnel et sur leur destruction.",2024-08-07
DÉCRETS PRÉSIDENTIELS — du 2 Safar 1446 correspondant au 7 août 2024 portant nomination de procureurs généraux militaires près des Cours d'appel militaires.,2024-08-07
DÉCRET PRÉSIDENTIEL — du 6 Safar 1446 correspondant au 11 août 2024 mettant fin aux fonctions d'un membre du Conseil de l'Autorité nationale indépendante des élections.,2024-08-11
ARRÊTÉS — du 25 Moharram 1446 correspondant au 31 juillet 2024 mettant fin aux fonctions de magistrats militaires.,2024-07-31
ARRÊTÉS — du 25 Moharram 1446 correspondant au 31 juillet 2024 portant nomination de magistrats militaires.,2024-07-31
"ARRÊTÉ — du 19 Dhou El Hidja 1445 correspondant au 25 juin 2024 portant homologation des indices salaires et matières du 4ème trimestre 2023, utilisés dans les formules d'actualisation et de révision des prix des marchés de travaux du secteur du bâtiment, des travaux publics et de l'hydraulique (BTPH).",2024-06-25
DECRET PRESIDENTIEL n° 24-270 — portant attribution de la médaille de l'ordre du mérite national au rang de « Ahid ».,2024-08-13
DECRET PRESIDENTIEL n° 24-271 — portant attribution de la médaille de l'ordre du mérite national au rang de « Djadir ».,2024-08-13
"DECRET EXECUTIF n° 24-269 — portant virement de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de la santé.",2024-08-12
DECRET EXECUTIF n° 24-272 — modifiant et complétant le décret exécutif n° 97-59 du Aouel Dhou El Kaâda 1417 correspondant au 9 mars 1997 déterminant l'aménagement et la répartition des horaires de travail à l'intérieur de la semaine dans le secteur des institutions et administrations publiques.,2024-08-13
"DECRET EXECUTIF n° 24-273 — fixant les modalités de disposition des stupéfiants, des substances psychotropes et des précurseurs saisis ou confisqués dans le cadre de la prévention et de la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes.",2024-08-13
"DECRET EXECUTIF n° 24-274 — modifiant et complétant le décret exécutif n° 16-306 du 28 Safar 1438 correspondant au 28 novembre 2016 portant composition, missions et fonctionnement du comité national de sûreté de l'aviation civile et des comités locaux de sûreté des aéroports.",2024-08-13
DECRET EXECUTIF n° 24-275 — modifiant et complétant le décret exécutif nº 02-187 du 13 Rabie El Aouel 1423 correspondant au 26 mai 2002 fixant les règles d'organisation et de fonctionnement des directions de l'hydraulique de wilaya.,2024-08-13
"DECRET EXECUTIF n° 24-276 — fixant les missions, l'organisation et le fonctionnement de l'entité nationale de métrologie.",2024-08-13
"DECRET EXECUTIF n° 24-277 — fixant les missions, l'organisation et le fonctionnement du service du contrôle sanitaire aux frontières.",2024-08-13
"DECRET EXECUTIF n° 24-279 — fixant le prix plafond du café à la consommation et les marges bénéficiaires plafonds à l'importation ainsi qu'à la distribution, aux stades de gros et de détail.",2024-08-20
"ARRETE INTERMINISTERIEL — du 19 Moharram 1446 correspondant au 25 juillet 2024 fixant les modalités pratiques de remise, d'annulation et de destruction du passeport.",2024-07-25
ARRETE — du 28 Dhou El Hidja 1445 correspondant au 4 juillet 2024 portant composition des commissions administratives paritaires compétentes à l'égard des corps des fonctionnaires de la direction des ressources humaines de l'administration centrale du ministère des finances.,2024-07-04
"ARRETE INTERMINISTERIEL — du 6 Dhou El Kaâda 1445 correspondant au 14 mai 2024 portant placement en position d'activité auprès du ministère de la pêche et des productions halieutiques des corps des médecins vétérinaires, des inspecteurs vétérinaires et des médecins vétérinaires spécialistes.",2024-05-14
ARRETE INTERMINISTERIEL — du 18 Dhou El Hidja 1445 correspondant au 24 juin 2024 relatif à la prime incitative au profit des producteurs du poisson Tilapia.,2024-06-24
ARRETE — du 29 Ramadhan 1445 correspondant au 8 avril 2024 modifiant l'arrêté du 17 Joumada Ethania 1443 correspondant au 20 janvier 2022 fixant la liste nominative des membres du conseil d'administration du centre national de recherche et de développement de la pêche et de l'aquaculture (CNRDPA).,2024-04-08
ARRETE — du 29 Ramadhan 1445 correspondant au 8 avril 2024 portant renouvellement de la composition des commissions administratives paritaires compétentes à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques.,2024-04-08
ARRETE — du 27 Chaoual 1445 correspondant au 6 mai 2024 portant désignation des membres du conseil d'orientation du laboratoire national de contrôle et d'analyse des produits de la pêche et de l'aquaculture et de la salubrité des milieux.,2024-05-06
ARRETE — du 10 Dhou El Kaâda 1445 correspondant au 18 mai 2024 modifiant l'arrêté du 15 Joumada Ethania 1443 correspondant au 18 janvier 2022 portant désignation des membres du conseil d'administration de l'agence nationale de développement durable de la pêche et de l'aquaculture.,2024-05-18
DECRET EXECUTIF n° 24-280 — modifiant et complétant le décret exécutif n° 98-219 du 13 Rabie El Aouel 1419 correspondant au 7 juillet 1998 portant création de l'université de Biskra.,2024-08-21
DECRET EXECUTIF n° 24-281 — modifiant et complétant le décret exécutif nº 01-270 du 30 Joumada Ethania 1422 correspondant au 18 septembre 2001 portant création de l'université de Laghouat.,2024-08-21
DECRET EXECUTIF n° 24-282 — modifiant et complétant le décret exécutif n° 12-247 du 14 Rajab 1433 correspondant au 4 juin 2012 portant création de l'université de Khemis-Miliana.,2024-08-21
DECRET EXECUTIF n° 24-283 — modifiant et complétant le décret exécutif n° 20-337 du 6 Rabie Ethani 1442 correspondant au 22 novembre 2020 portant création de l'université de Tissemsilt.,2024-08-21
DECRET EXECUTIF n° 24-284 — modifiant et complétant le décret exécutif n° 20-339 du 6 Rabie Ethani 1442 correspondant au 22 novembre 2020 portant création de l'université de Relizane.,2024-08-21
DECRET EXECUTIF n° 24-285 — modifiant et complétant le décret exécutif n° 11-302 du 22 Ramadhan 1432 correspondant au 22 août 2011 portant création d'un centre universitaire à Tipaza.,2024-08-21
DECRET EXECUTIF n° 24-286 — modifiant et complétant le décret exécutif n° 16-146 du 17 Chaâbane 1437 correspondant au 23 mai 2016 portant création d'un centre universitaire à Barika (wilaya de Batna).,2024-08-21
ARRETE du 10 Safar 1446 — portant création d'une section dans le ressort du tribunal de Metlili.,2024-08-15
ARRETE du 10 Safar 1446 — modifiant l'arrêté du 2 Moharram 1445 correspondant au 20 juillet 2023 portant nomination des membres du conseil d'administration du centre de recherche juridique et judiciaire.,2024-08-15
ARRETE INTERMINISTERIEL — fixant la liste des inspections des domaines et leur ressort territorial.,2024-05-16
ARRETE du 2 Safar 1446 — portant constitution des commissions administratives paritaires compétentes à l'égard des corps des fonctionnaires de la direction générale du domaine national.,2024-08-07
"ARRETE du 16 Dhou El Hidja 1445 — fixant une zone terrestre à l'intérieur du rayon des douanes de la wilaya d'El Tarf, dispensée de l'autorisation de circuler (rectificatif).",2024-06-22
"ARRETE INTERMINISTERIEL du 19 Dhou El Hidja 1445 — modifiant l'arrêté interministériel du 10 Chaâbane 1442 correspondant au 24 mars 2021 fixant les conditions et modalités de mise en œuvre des mesures dérogatoires en matière d'accès, de promotion, d'intégration des sportifs d'élite et de haut niveau dans certains corps spécifiques gérés par le ministère chargé des sports et dans d'autres corps de l'administration publique, ainsi que leur détachement.",2024-06-25
ARRETE INTERMINISTERIEL du 20 Safar 1446 — fixant les modalités de compensation des prix du café vert importé.,2024-08-25
"Arrêté interministériel n° — du 19 Moharram 1446 correspondant au 25 juillet 2024 portant désignation en qualité d'officier de police judiciaire, les fonctionnaires appartenant au corps spécifique des inspecteurs de police de la sûreté nationale.",2024-07-25
"Arrêté interministériel n° — du 14 Safar 1446 correspondant au 19 août 2024 portant approbation de l'inventaire quantitatif, qualitatif et estimatif des biens, droits, obligations et personnels du parc zoologique et des loisirs « la concorde civile » transféré à la wilaya d'Alger.",2024-08-19
Arrêté interministériel n° — du 21 Safar 1446 correspondant au 26 août 2024 fixant le taux de participation des wilayas au fonds de solidarité et de garantie des collectivités locales.,2024-08-26
Arrêté interministériel n° — du 21 Safar 1446 correspondant au 26 août 2024 fixant le taux de participation des communes au fonds de solidarité et de garantie des collectivités locales.,2024-08-26
Arrêté interministériel n° — du 21 Safar 1446 correspondant au 26 août 2024 fixant le taux de prélèvement sur les recettes de fonctionnement des budgets des communes.,2024-08-26
Arrêté n° — du 2 Safar 1446 correspondant au 7 août 2024 portant composition des commissions administratives paritaires compétentes à l'égard des corps des fonctionnaires de la direction générale du domaine national.,2024-08-07
"Arrêté n° — du 6 Safar 1446 correspondant au 11 août 2024 fixant la liste des activités, prestations et travaux pouvant être effectués par l'office national des œuvres universitaires en sus de sa mission principale et les modalités d'affectation des revenus y afférents.",2024-08-11
Arrêté n° — du 20 Dhou El Hidja 1445 correspondant au 26 juin 2024 portant composition des commissions administratives paritaires compétentes à l'égard des fonctionnaires de l'administration centrale du ministère de l'industrie et de la production pharmaceutique.,2024-06-26
Arrêté n° — du 2 Safar 1446 correspondant au 7 août 2024 modifiant l'arrêté du 10 Rabie Ethani 1443 correspondant au 15 novembre 2021 fixant la liste nominative des membres du conseil d'administration de l'institut national algérien de la propriété industrielle « INAPI ».,2024-08-07
Arrêté n° — du 2 Safar 1446 correspondant au 7 août 2024 modifiant l'arrêté du 21 Dhou El Hidja 1443 correspondant au 20 juillet 2022 fixant la liste nominative des membres du conseil d'administration de l'institut algérien de la normalisation.,2024-08-07
Arrêté n° — du 26 Moharram 1446 correspondant au 1er août 2024 modifiant l'arrêté du 18 Chaoual 1443 correspondant au 19 mai 2022 portant désignation des membres du conseil d'administration de l'office national de développement des élevages équins et camelins.,2024-08-01
Arrêté interministériel n° — du 30 Moharram 1446 correspondant au 5 août 2024 complétant l'arrêté interministériel du 26 Joumada El Oula 1419 correspondant au 17 septembre 1998 fixant les critères de classement des établissements hospitaliers spécialisés et des secteurs sanitaires et leur classement.,2024-08-05
Arrêté n° — du 25 Moharram 1446 correspondant au 31 juillet 2024 portant création d'une commission des œuvres sociales auprès du ministère de la santé.,2024-07-31
Arrêté n° — du 12 Moharram 1446 correspondant au 18 juillet 2024 portant agrément d'agents de contrôle de la sécurité sociale.,2024-07-18
Arrêté n° — du Aouel Safar 1446 correspondant au 6 août 2024 modifiant l'arrêté du 4 Rabie Ethani 1443 correspondant au 9 novembre 2021 portant nomination des membres du conseil d'administration de la caisse nationale des assurances sociales des travailleurs salariés.,2024-08-06
"Arrêté interministériel n° — du 29 Moharram 1446 correspondant au 4 août 2024 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre des services de l'agence nationale de l'auto-entrepreneur.",2024-08-04
DÉCRET PRÉSIDENTIEL n° — mettant fin aux fonctions d'un membre du Conseil de l'Autorité nationale indépendante des élections,2024-09-04
ARRÊTÉ n° — portant délégation de signature à la directrice des ressources humaines,2024-08-26
"ARRÊTÉ n° — fixant la composition des commissions administratives paritaires compétentes à l'égard des fonctionnaires appartenant aux corps communs, des ouvriers professionnels, des conducteurs d'automobiles, des appariteurs, des corps des praticiens médicaux généralistes de santé publique, des corps des psychologues cliniciens de santé publique, des corps des paramédicaux de santé publique, des corps spécifiques de l'éducation nationale, des corps spécifiques de la formation et de l'enseignement professionnels, des corps spécifiques de l'administration chargée de la jeunesse et des sports et des corps techniques spécifiques de l'administration chargée de l'habitat et de l'urbanisme, placés en position d'activité auprès des services de l'administration pénitentiaire.",2024-08-21
ARRÊTÉ n° — portant désignation des membres du conseil d'administration de l'agence de développement de la PME et de la promotion de l'innovation,2024-08-21
ARRÊTÉ n° — portant approbation du document technique réglementaire D.T.R-B.C 2.48 relatif aux « règles parasismiques algériennes RPA 2024 »,2024-06-24
ARRÊTÉ n° — portant approbation du document technique réglementaire D.T.R-B.C 2.33 relatif aux « règles de conception et calcul des fondations et des soutènements »,2024-06-24
ARRÊTÉ n° — portant approbation du document technique réglementaire D.T.R-E 5.3 relatif aux « travaux de menuiseries extérieures en PVC »,2024-06-24
ARRÊTÉ n° — portant approbation du document technique réglementaire D.T.R-C 4.4 relatif aux « règles de conception et d'installation des ascenseurs électriques »,2024-06-24
"ARRÊTÉ INTERMINISTÉRIEL n° — modifiant et complétant l'arrêté interministériel du 2 Joumada El Oula 1433 correspondant au 25 mars 2012 portant implantation des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires, des zones et entrepôts sous douane",2024-08-12
"ARRÊTÉ INTERMINISTÉRIEL n° — modifiant l'arrêté interministériel du 17 Dhou El Hidja 1432 correspondant au 13 novembre 2011 portant création des inspections du contrôle de la qualité et de la répression des fraudes au niveau des frontières terrestres, maritimes, aéroportuaires et des zones et entrepôts sous douane",2024-08-15
ARRÊTÉ n° — fixant la composition ainsi que les modalités de fonctionnement de la commission technique intersectorielle relative à la concession d'utilisation des ressources en eau pour l'établissement d'installations au niveau des retenues d'eau superficielle et des lacs en vue d'y développer des activités de sports et de loisirs nautiques,2024-08-13
ARRÊTÉ n° — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale,2024-07-20
ARRÊTÉ n° — complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre,2024-07-20
ARRÊTÉ n° — fixant la composition et le fonctionnement du bureau ministériel de la sûreté interne d'établissement au sein du ministère de l'environnement et des énergies renouvelables,2024-08-15
Arrêté — fixant les caractéristiques des armes de signalisation ainsi que leurs munitions.,2024-08-31
Arrêté — fixant la composition du conseil scientifique et pédagogique de l'école nationale d'administration.,2024-08-25
Arrêté — modifiant l'arrêté du 15 Joumada Ethania 1444 correspondant au 8 janvier 2023 portant nomination des membres du conseil d'orientation de l'office national des statistiques.,2024-08-07
Arrêté interministériel — précisant les prestations relevant de considérations culturelles et/ou artistiques à caractère historique pouvant faire l'objet de marchés selon la procédure négociée directe.,2024-09-03
Arrêté — fixant l'organisation interne de l'office national de la culture et de l'information.,2024-07-24
Arrêté interministériel — fixant la classification du laboratoire national de dépistage du dopage et les conditions d'accès aux postes supérieurs en relevant.,2024-08-29
Arrêté interministériel — fixant la classification du centre algérien du contrôle de la qualité et de l'emballage et les conditions d'accès aux postes supérieurs en relevant.,2024-08-04
Arrêté interministériel — fixant la nomenclature des recettes et des dépenses du compte d'affectation spéciale n° 302-153 intitulé « Fonds spécial pour la promotion des exportations ».,2024-08-20
Arrêté interministériel — fixant les modalités de suivi et d'évaluation du compte d'affectation spéciale n° 302-153 intitulé « Fonds spécial pour la promotion des exportations ».,2024-08-20
"Arrêté interministériel — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service, au titre de l'administration centrale du ministère de l'hydraulique.",2024-08-07
DÉCRET PRÉSIDENTIEL n° N/A — Mettant fin aux fonctions du directeur général de l'établissement public de radiodiffusion sonore.,2024-09-18
DÉCRET PRÉSIDENTIEL n° N/A — Portant nomination du directeur général de l'établissement public de télévision.,2024-09-18
DÉCRET PRÉSIDENTIEL n° N/A — Portant nomination du directeur général de l'établissement public de radiodiffusion sonore.,2024-09-18
ARRÊTÉ n° N/A — Complétant l'arrêté du 22 Rabie El Aouel 1418 correspondant au 27 juillet 1997 fixant la liste des ports et des aéroports dotés d'un commissariat de sécurité.,2024-09-01
"ARRÊTÉ n° N/A — Portant constitution d'un comité technique auprès de l'administration centrale du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-09-04
"ARRÊTÉ n° N/A — Modifiant l'arrêté du 19 Chaâbane 1444 correspondant au 12 mars 2023 fixant la composition de la commission sectorielle des marchés du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-09-04
ARRÊTÉ INTERMINISTÉRIEL n° N/A — Fixant l'organisation interne du centre culturel islamique et ses annexes.,2024-09-09
ARRÊTÉ INTERMINISTÉRIEL n° N/A — Fixant la classification des Palais de la culture et les conditions d'accès aux postes supérieurs en relevant.,2024-09-02
ARRÊTÉ n° N/A — Portant remplacement d'un membre de la commission nationale des biens culturels.,2024-09-04
"ARRÊTÉ n° N/A — Portant homologation des indices salaires et matières du 1er trimestre 2024, utilisés dans les formules d'actualisation et de révision des prix des marchés de travaux du secteur du bâtiment, des travaux publics et de l'hydraulique (BTPH).",2024-07-30
ARRÊTÉ n° N/A — Modifiant l'arrêté du 24 Dhou El Hidja 1442 correspondant au 3 août 2021 portant création d'une commission de recours compétente à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques.,2024-09-01
ARRÊTÉ n° N/A — Portant renouvellement de la composition de la commission de recours compétente à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques.,2024-09-04
ARRÊTÉ n° N/A — Portant renouvellement de la composition du comité technique compétent à l'égard des corps des fonctionnaires de l'administration centrale du ministère de la pêche et des productions halieutiques.,2024-09-04
DÉCRET PRÉSIDENTIEL n° 24-289 — portant transfert de crédits au titre du budget de l'Etat.,2024-09-23
"DÉCRET PRÉSIDENTIEL n° 24-290 — portant transfert de crédits au titre du budget de l'Etat, mis à la disposition de la Présidence de la République.",2024-09-23
"DÉCRET PRÉSIDENTIEL n° 24-291 — portant transfert de crédits au titre du budget de l'Etat, mis à la disposition de la Présidence de la République.",2024-09-23
"DÉCRET PRÉSIDENTIEL n° 24-292 — portant transfert de crédits au titre du budget de l'Etat, mis à la disposition du ministre des affaires étrangères et de la communauté nationale à l'étranger.",2024-09-23
DÉCRET PRÉSIDENTIEL — portant changement de nom.,2024-09-23
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'une directrice d'études à la Présidence de la République.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'un sous-directeur à la Présidence de la République.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'un ambassadeur conseiller au ministère des affaires étrangères et de la communauté nationale à l'étranger.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'ambassadeurs extraordinaires et plénipotentiaires de la République algérienne démocratique et populaire.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions de sous-directeurs à l'ex-ministère des affaires étrangères (à titre de régularisation).,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'un sous-directeur au ministère des affaires étrangères et de la communauté nationale à l'étranger.,2024-09-18
"DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions d'un directeur d'études au ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions du chef de la daïra de Zighoud Youcef à la wilaya de Constantine.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions de magistrats.,2024-09-18
"DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 mettant fin aux fonctions du directeur général de la veille stratégique, des études et des systèmes d'information à l'ex-ministère de l'industrie.",2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination de sous-directeurs au Conseil Supérieur de la Magistrature.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination d'ambassadeurs extraordinaires et plénipotentiaires de la République algérienne démocratique et populaire.,2024-09-18
"DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination au ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination de sous-directeurs à la direction générale des transmissions nationales.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination d'une chef d'études à la Cour constitutionnelle.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination de consuls généraux de la République algérienne démocratique et populaire.,2024-09-18
DÉCRET PRÉSIDENTIEL — correspondant au 18 septembre 2024 portant nomination de consuls de la République algérienne démocratique et populaire.,2024-09-18
ARRÊTÉ — correspondant au 3 septembre 2024 fixant la composition du conseil d'administration de l'école nationale d'administration.,2024-09-03
"ARRÊTÉ INTERMINISTÉRIEL — correspondant au 17 septembre 2024 modifiant l'arrêté interministériel du 15 Rabie El Aouel 1434 correspondant au 27 janvier 2013 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la résidence des magistrats.",2024-09-17
"ARRÊTÉ — correspondant au 9 septembre 2024 habilitant les directeurs régionaux du budget et les directeurs de la programmation et du suivi budgétaires de wilayas, à représenter le ministre chargé des finances dans les actions en justice devant les juridictions.",2024-09-09
ARRÊTÉ INTERMINISTÉRIEL — correspondant au 9 septembre 2024 fixant l'organisation de l'administration centrale du ministère de l'énergie et des mines en bureaux.,2024-09-09
ARRÊTÉ INTERMINISTÉRIEL — correspondant au 4 septembre 2024 fixant l'organisation interne du centre national d'approvisionnement et de maintenance des équipements et moyens didactiques (C.N.A.M.E.M.D) et de ses annexes régionales.,2024-09-04
"DECRET PRESIDENTIEL n° 24-310 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République.",2024-09-29
"DECRET PRESIDENTIEL n° 24-311 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du Premier ministre.",2024-09-29
"DECRET PRESIDENTIEL n° 24-312 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2024-09-29
